epoch,loss,tf.__operators__.getitem_1_loss,tf.__operators__.getitem_loss,val_acc_en_id,val_acc_id_en,val_avg_acc,val_loss,val_tf.__operators__.getitem_1_loss,val_tf.__operators__.getitem_loss
0,0.20145529508590698,0.10094671696424484,0.10050865262746811,0.78056640625,0.75625,0.7684082031249999,0.15548190474510193,0.07838106900453568,0.07710081338882446
1,0.12858889997005463,0.06538078188896179,0.0632079616189003,0.88466796875,0.85615234375,0.87041015625,0.09844235330820084,0.05100885033607483,0.04743348807096481
2,0.09175657480955124,0.048009198158979416,0.04374726489186287,0.9005859375,0.8755859375,0.8880859375000001,0.07588661462068558,0.040791165083646774,0.0350954569876194
3,0.08075546473264694,0.04308326914906502,0.037672191858291626,0.90830078125,0.8833984375,0.895849609375,0.06866113096475601,0.03748662397265434,0.03117450140416622
4,0.07537717372179031,0.04061158001422882,0.03476570546627045,0.91259765625,0.8873046875,0.899951171875,0.06378327310085297,0.03525196388363838,0.028531312942504883
5,0.07146992534399033,0.0388154573738575,0.03265457600355148,0.91396484375,0.88994140625,0.9019531249999999,0.06020573526620865,0.033614516258239746,0.026591207832098007
6,0.06839817762374878,0.03740406781435013,0.030994072556495667,0.91630859375,0.892578125,0.904443359375,0.057400722056627274,0.03232910484075546,0.025071611627936363
7,0.06588078290224075,0.03624281287193298,0.029638024047017097,0.91796875,0.894921875,0.9064453125,0.05516309663653374,0.03130533546209335,0.023857757449150085
8,0.06373295933008194,0.03524784743785858,0.028485067188739777,0.91884765625,0.895703125,0.907275390625,0.053258150815963745,0.03043028712272644,0.022827869281172752
9,0.061862580478191376,0.03438323363661766,0.02747941017150879,0.9205078125,0.89658203125,0.908544921875,0.051611077040433884,0.029668932780623436,0.021942146122455597
10,0.06019486486911774,0.033608656376600266,0.026586132124066353,0.92138671875,0.8984375,0.909912109375,0.0502406544983387,0.029032785445451736,0.021207867190241814
11,0.058702290058135986,0.03291620686650276,0.025786036625504494,0.92138671875,0.8994140625,0.910400390625,0.04898935556411743,0.02844925783574581,0.020540092140436172
12,0.05735985189676285,0.032290078699588776,0.025069888681173325,0.922265625,0.90126953125,0.911767578125,0.047891899943351746,0.027938351035118103,0.019953548908233643
13,0.056152377277612686,0.03172469511628151,0.024427630007267,0.92353515625,0.903125,0.913330078125,0.04691694676876068,0.02748725935816765,0.019429681822657585
14,0.05507054924964905,0.0312202125787735,0.023850295692682266,0.9236328125,0.9033203125,0.9134765625,0.04606393724679947,0.027086082845926285,0.018977848812937737
15,0.054092396050691605,0.03076326660811901,0.023329203948378563,0.92431640625,0.90419921875,0.9142578125,0.04526687413454056,0.026712050661444664,0.018554825335741043
16,0.05321658402681351,0.030351746827363968,0.022864827886223793,0.92451171875,0.9046875,0.914599609375,0.04452246055006981,0.026362305507063866,0.018160153180360794
17,0.05241449549794197,0.02997496724128723,0.02243947982788086,0.92568359375,0.905078125,0.9153808593749999,0.04385586827993393,0.026050526648759842,0.017805350944399834
18,0.0516875796020031,0.02963099256157875,0.022056560963392258,0.92568359375,0.90478515625,0.915234375,0.043243590742349625,0.02576267719268799,0.01748090796172619
19,0.05102091655135155,0.02931630238890648,0.02170458994805813,0.92587890625,0.90546875,0.9156738281250001,0.04267311468720436,0.02549220621585846,0.017180906608700752
